source_name,rss_url,domain,category,tier,tier_label,authority,reachability,already_in_docuaction,reason
MS - Laurel Leader-Call,https://www.laurelleadercall.com/search/?f=rss,laurelleadercall.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MS - Picayune Item,https://www.picayuneitem.com/search/?f=rss,picayuneitem.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MO - Rolla Daily News,https://www.therolladailynews.com/search/?f=rss,therolladailynews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MO - Cape Girardeau SE Missourian,https://www.semissourian.com/rss/,semissourian.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MO - Hannibal Courier-Post,https://www.hannibal.net/search/?f=rss,hannibal.net,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
MT - Montana Public Radio,https://www.mtpr.org/rss,mtpr.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NE - NET Nebraska,https://netnebraska.org/feed,netnebraska.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NV - Reno News & Review,https://www.newsreview.com/reno/rss/,newsreview.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NJ - Vineland Daily Journal,https://www.thedailyjournal.com/rss/,thedailyjournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NJ - Morristown Daily Record,https://www.dailyrecord.com/rss/,dailyrecord.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NM - Clovis Media,https://www.clovisnews.com/search/?f=rss,clovisnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NY - Ithaca Journal,https://www.ithacajournal.com/rss/,ithacajournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NY - Elmira Star-Gazette,https://www.stargazette.com/rss/,stargazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NY - Plattsburgh Press-Republican,https://www.pressrepublican.com/search/?f=rss,pressrepublican.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NY - Watertown Daily Times,https://www.watertowndailytimes.com/search/?f=rss,watertowndailytimes.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NY - Queens Daily Eagle,https://queenseagle.com/feed/,queenseagle.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NC - Burlington Times-News,https://www.thetimesnews.com/search/?f=rss,thetimesnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
NC - NC Health News,https://www.northcarolinahealthnews.org/feed/,northcarolinahealthnews.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
ND - Prairie Public Radio,https://www.prairiepublic.org/rss,prairiepublic.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OH - Chillicothe Gazette,https://www.chillicothegazette.com/rss/,chillicothegazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OH - Zanesville Times Recorder,https://www.zanesvilletimesrecorder.com/rss/,zanesvilletimesrecorder.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OH - Lancaster Eagle-Gazette,https://www.lancastereaglegazette.com/rss/,lancastereaglegazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OH - Fremont News-Messenger,https://www.thenews-messenger.com/rss/,thenews-messenger.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OH - Sandusky Register,https://www.sanduskyregister.com/search/?f=rss,sanduskyregister.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OH - Marion Star,https://www.marionstar.com/rss/,marionstar.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OK - Chickasha Express-Star,https://www.chickashanews.com/search/?f=rss,chickashanews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OR - Ashland Tidings,https://www.dailytidings.com/search/?f=rss,dailytidings.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OR - The Lund Report,https://www.lundreport.org/feed/,lundreport.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
OR - Oregon Capital Chronicle,https://oregoncapitalchronicle.com/feed/,oregoncapitalchronicle.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
PA - Altoona Mirror,https://www.altoonamirror.com/feed/,altoonamirror.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
PA - New Castle News,https://www.ncnewsonline.com/search/?f=rss,ncnewsonline.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
PA - Lebanon Daily News,https://www.ldnews.com/rss/,ldnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
PA - York Daily Record,https://www.ydr.com/rss/,ydr.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
PA - Chambersburg Public Opinion,https://www.publicopiniononline.com/rss/,publicopiniononline.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
PA - Centre Daily Times,https://www.centredaily.com/news/local/rss,centredaily.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
RI - East Bay Media,https://www.eastbayri.com/feed/,eastbayri.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
RI - Cranston Herald,https://www.cranstononline.com/feed/,cranstononline.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
SC - Beaufort Gazette,https://www.islandpacket.com/news/local/rss,islandpacket.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
SD - Brookings Register,https://www.brookingsregister.com/search/?f=rss,brookingsregister.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
SD - Huron Plainsman,https://www.plainsman.com/search/?f=rss,plainsman.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TN - Murfreesboro Daily News Journal,https://www.dnj.com/rss/,dnj.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TX - Lufkin Daily News,https://lufkindailynews.com/search/?f=rss,lufkindailynews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TX - Texarkana Gazette,https://www.texarkanagazette.com/news/texas/rss,texarkanagazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TX - Victoria Advocate,https://www.victoriaadvocate.com/search/?f=rss,victoriaadvocate.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TX - San Angelo Standard-Times,https://www.gosanangelo.com/rss/,gosanangelo.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TX - Denton Record-Chronicle,https://www.dentonrc.com/search/?f=rss,dentonrc.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TX - McKinney Courier-Gazette,https://www.courier-gazette.com/search/?f=rss,courier-gazette.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
VA - Virginia Public Media,https://www.wvtf.org/rss,wvtf.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WA - Bellingham Business Journal,https://www.bbjtoday.com/feed/,bbjtoday.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WA - Tacoma Weekly,https://tacomaweekly.com/feed/,tacomaweekly.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WA - Spokane Journal of Business,https://www.spokanejournal.com/feed/,spokanejournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WA - InvestigateWest,https://www.invw.org/feed/,invw.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WV - Clarksburg Exponent Telegram,https://www.exponenttelegram.com/search/?f=rss,exponenttelegram.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WV - WV Watch,https://wvwatch.com/feed/,wvwatch.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WI - Rhinelander Daily News,https://www.rhinelanderdailynews.com/search/?f=rss,rhinelanderdailynews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WI - Marshfield News-Herald,https://www.marshfieldnewsherald.com/rss/,marshfieldnewsherald.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WI - Two Rivers Herald Times Reporter,https://www.htrnews.com/rss/,htrnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WI - Milwaukee Independent,https://milwaukeeindependent.com/feed/,milwaukeeindependent.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WY - Sheridan Press,https://www.thesheridanpress.com/search/?f=rss,thesheridanpress.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WY - Riverton Ranger,https://www.riverton-ranger.com/search/?f=rss,riverton-ranger.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
WY - Wyoming Public Media,https://wyomingpublicmedia.org/feed,wyomingpublicmedia.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - El Nuevo Herald Miami,https://www.elnuevoherald.com/latest-news/rss,elnuevoherald.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - Al Dia Dallas,https://aldiatx.com/feed/,aldiatx.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - Hoy Chicago,https://www.chicagotribune.com/hoy/rss2.0.xml,chicagotribune.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - Impacto Latin News,https://impactolatin.news/feed/,impactolatin.news,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - Univision News,https://www.univision.com/noticias/rss,univision.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - NBC Latino,https://www.nbcnews.com/id/46380265/device/rss/rss.xml,nbcnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Spanish - Latina Magazine,https://www.latina.com/feed/,latina.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Black Press USA,https://www.blackpressusa.com/feed/,blackpressusa.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Chicago Defender,https://chicagodefender.com/feed/,chicagodefender.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Dallas Examiner,https://dallasexaminer.com/feed/,dallasexaminer.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Houston Forward Times,https://forwardtimes.com/feed/,forwardtimes.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Charlotte Post,https://thecharlottepost.com/feed/,thecharlottepost.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Carolina Peacemaker,https://www.carolinapeacemaker.com/feed/,carolinapeacemaker.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Arab American News,https://www.arabamericannews.com/feed/,arabamericannews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Asian American Press,https://www.asianamericanpress.com/feed/,asianamericanpress.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - India Abroad,https://www.indiaabroad-digital.com/feed/,indiaabroad-digital.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - Korea Daily USA,https://www.koreadaily.com/rss/,koreadaily.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Ethnic - World Journal Chinese,https://www.worldjournal.com/feed/,worldjournal.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - AP Technology,https://feeds.apnews.com/rss/Technology,feeds.apnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - AP Business,https://feeds.apnews.com/rss/Business,feeds.apnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - AP Politics,https://feeds.apnews.com/rss/Politics,feeds.apnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - AP Washington,https://feeds.apnews.com/rss/Washington,feeds.apnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - Reuters Top News,https://feeds.reuters.com/reuters/topNews,feeds.reuters.com,General,8,Tier 8 Unknown/Low Value,40,dead,True,dead/unreachable feed
Wire - Reuters US,https://feeds.reuters.com/reuters/domesticNews,feeds.reuters.com,General,8,Tier 8 Unknown/Low Value,40,dead,True,dead/unreachable feed
Wire - UPI Top News,https://www.upi.com/rss/Top_News/,upi.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - McClatchy DC,https://www.mcclatchydc.com/rss,mcclatchydc.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - Lee Enterprises,https://leeenterprise.com/feed/,leeenterprise.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Wire - Gannett Tracker,https://www.usatoday.com/rss/,usatoday.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Cable - C-SPAN,https://www.c-span.org/feed/?type=video,c-span.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Fox News Latest,https://feeds.foxnews.com/foxnews/latest,feeds.foxnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Cable - CNN Politics,https://rss.cnn.com/rss/cnn_allpolitics.rss,rss.cnn.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Cable - Newsmax,https://www.newsmax.com/rss/Newsfront/1,newsmax.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Trade - Ad Age,https://adage.com/rss,adage.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Trade - Media Play News,https://www.mediaplaynews.com/feed/,mediaplaynews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Trade - TVSpy,https://www.adweek.com/tvspy/feed/,adweek.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Alaska Public Interest Res,https://www.alaskareport.com/feed/,alaskareport.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Arkansas Investigative News,https://arkinvestigative.org/feed/,arkinvestigative.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Colorado Independent,https://www.coloradoindependent.com/feed/,coloradoindependent.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Delaware Public Media,https://www.delawarepublic.org/rss,delawarepublic.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Florida Center Investigative,https://fcir.org/feed/,fcir.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Hawaii News Now,https://www.hawaiinewsnow.com/rss,hawaiinewsnow.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Boise State Public Radio,https://www.boisestatepublicradio.org/rss,boisestatepublicradio.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - IndyStar Watchdog,https://www.indystar.com/news/watchdog/rss,indystar.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
Watch - Kansas News Service,https://www.kansasnewsservice.org/feed,kansasnewsservice.org,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KTVT Dallas,https://www.cbsdfw.com/rss,cbsdfw.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KRIV Houston,https://www.fox26houston.com/feed/,fox26houston.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WFLD Chicago,https://www.fox32chicago.com/feed/,fox32chicago.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WGCL Atlanta,https://www.cbs46.com/rss,cbs46.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WPTV West Palm Beach,https://www.wptv.com/rss,wptv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WFTV Orlando,https://www.wftv.com/rss,wftv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSVN Miami,https://wsvn.com/feed/,wsvn.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WFOR Miami,https://www.cbsmiami.com/rss/,cbsmiami.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KIRO Seattle,https://www.kirotv.com/feed/,kirotv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KATU Portland,https://katu.com/feed/,katu.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KTVU San Francisco,https://www.ktvu.com/feed/,ktvu.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KPIX San Francisco,https://www.cbsnews.com/sanfrancisco/latest/rss/,cbsnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KCAL Los Angeles,https://www.cbsnews.com/losangeles/latest/rss/,cbsnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KFMB San Diego,https://www.cbs8.com/rss,cbs8.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KNSD San Diego,https://www.nbcsandiego.com/feed/,nbcsandiego.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WOAI San Antonio,https://news4sanantonio.com/feed/,news4sanantonio.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KENS San Antonio,https://www.kens5.com/feeds/syndication/rss/news,kens5.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KOAT Albuquerque,https://www.koat.com/rss,koat.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KSL Salt Lake City,https://ksltv.com/feed/,ksltv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KUTV Salt Lake City,https://kutv.com/feed/,kutv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KXLY Spokane,https://www.kxly.com/feed/,kxly.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WVUE New Orleans,https://www.fox8live.com/feed/,fox8live.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WAVE Louisville,https://www.wave3.com/feeds/syndication/rss/news,wave3.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WLKY Louisville,https://www.wlky.com/rss,wlky.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - LEX18 Lexington,https://www.lex18.com/feed/,lex18.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WKYT Lexington,https://www.wkyt.com/rss,wkyt.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSMV Nashville,https://www.wsmv.com/rss,wsmv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTVF Nashville,https://www.newschannel5.com/feed/,newschannel5.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WMC Memphis,https://www.wmcactionnews5.com/rss,wmcactionnews5.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WHBQ Memphis,https://www.fox13memphis.com/feed/,fox13memphis.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WVLT Knoxville,https://www.wvlt.tv/feed/,wvlt.tv,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WRCB Chattanooga,https://www.wrcbtv.com/feed/,wrcbtv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTVC Chattanooga,https://newschannel9.com/feed/,newschannel9.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WAFF Huntsville,https://www.waff.com/rss,waff.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WIAT Birmingham,https://www.wiat.com/feed/,wiat.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WBRC Birmingham,https://www.wbrc.com/rss,wbrc.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSFA Montgomery,https://www.wsfa.com/rss,wsfa.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WALA Mobile,https://www.fox10tv.com/feed/,fox10tv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WEAR Pensacola,https://weartv.com/feed/,weartv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTLV Jacksonville,https://www.firstcoastnews.com/feeds/syndication/rss/news,firstcoastnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WINK Fort Myers,https://winknews.com/feed/,winknews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WCTV Tallahassee,https://www.wctv.tv/feed/,wctv.tv,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSOC Charlotte,https://www.wsoctv.com/rss,wsoctv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WBTV Charlotte,https://www.wbtv.com/rss,wbtv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WXII Greensboro,https://www.wxii12.com/rss,wxii12.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WECT Wilmington NC,https://www.wect.com/rss,wect.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WIS Columbia SC,https://www.wistv.com/rss,wistv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WCSC Charleston SC,https://www.live5news.com/rss,live5news.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTOC Savannah,https://www.wtoc.com/rss,wtoc.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WALB Albany GA,https://www.walb.com/rss,walb.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTVM Columbus GA,https://www.wtvm.com/rss,wtvm.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WMBF Myrtle Beach,https://www.wmbfnews.com/rss,wmbfnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WPDE Myrtle Beach,https://wpde.com/feed/,wpde.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTKR Norfolk,https://www.wtkr.com/feed/,wtkr.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTVR Richmond,https://www.wtvr.com/feed/,wtvr.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSET Lynchburg,https://wset.com/feed/,wset.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSLS Roanoke,https://www.wsls.com/feed/,wsls.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WDBJ Roanoke,https://www.wdbj7.com/feed/,wdbj7.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WHSV Harrisonburg,https://www.whsv.com/rss,whsv.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WJLA Washington DC,https://wjla.com/feed/,wjla.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WMAR Baltimore,https://www.abc2news.com/feed/,abc2news.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WJZ Baltimore,https://www.cbsnews.com/baltimore/latest/rss/,cbsnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WBFF Baltimore,https://foxbaltimore.com/feed/,foxbaltimore.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KYW Philadelphia,https://www.cbsnews.com/philadelphia/latest/rss/,cbsnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTXF Philadelphia,https://www.fox29.com/feed/,fox29.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - KDKA Pittsburgh,https://www.cbsnews.com/pittsburgh/latest/rss/,cbsnews.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WENY Elmira,https://www.weny.com/feed/,weny.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WSTM Syracuse,https://www.cnycentral.com/feed/,cnycentral.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WHAM Rochester,https://13wham.com/feed/,13wham.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WKBW Buffalo,https://www.wkbw.com/feed/,wkbw.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WCAX Burlington VT,https://www.wcax.com/rss,wcax.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WMUR Manchester NH,https://www.wmur.com/rss,wmur.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WGME Portland ME,https://wgme.com/feed/,wgme.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WCSH Portland ME,https://www.newscentermaine.com/feeds/syndication/rss/news,newscentermaine.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WABI Bangor ME,https://www.wabi.tv/feed/,wabi.tv,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WHDH Boston,https://www.whdh.com/feed/,whdh.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WJAR Providence,https://turnto10.com/feed/,turnto10.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WFSB Hartford,https://www.wfsb.com/rss,wfsb.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WVIT Hartford,https://www.nbcconnecticut.com/feed/,nbcconnecticut.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WTIC Hartford,https://www.fox61.com/feed/,fox61.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
TV - WKOW Madison WI,https://www.wkow.com/feed/,wkow.com,General,8,Tier 8 Unknown/Low Value,40,dead,False,dead/unreachable feed
